 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Phosphorus.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8219E+00 g/cm3 = 3.5422E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      P     15    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.00 GeV   1.666E-03  5.655E-08   15.65 m    515.18 mm   296.90 mm  
   5.50 GeV   1.679E-03  5.173E-08   17.29 m    565.70 mm   317.02 mm  
   6.00 GeV   1.692E-03  4.769E-08   18.92 m    611.39 mm   336.04 mm  
   6.50 GeV   1.704E-03  4.425E-08   20.53 m    653.30 mm   354.10 mm  
   7.00 GeV   1.716E-03  4.129E-08   22.14 m    692.16 mm   371.30 mm  
   8.00 GeV   1.738E-03  3.644E-08   25.31 m    826.08 mm   403.47 mm  
   9.00 GeV   1.759E-03  3.263E-08   28.45 m    938.54 mm   433.14 mm  
  10.00 GeV   1.778E-03  2.956E-08   31.55 m      1.04 m    460.73 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.8218E+01                 eV / Angstrom 
  1.8218E+02                keV / micron   
  1.8218E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  5.1433E+01                 eV / (1E15 atoms/cm2)
  3.4216E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
