 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Rhenium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.0530E+01 g/cm3 = 6.6397E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Re     75    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 150.00 MeV   2.811E-03  8.457E-07   15.14 mm   769.30 um     1.37 mm  
 160.00 MeV   2.698E-03  7.980E-07   16.88 mm   842.15 um     1.51 mm  
 170.00 MeV   2.596E-03  7.557E-07   18.69 mm   916.17 um     1.67 mm  
 180.00 MeV   2.505E-03  7.178E-07   20.58 mm   991.30 um     1.82 mm  
 200.00 MeV   2.349E-03  6.528E-07   24.53 mm     1.21 mm     2.15 mm  
 225.00 MeV   2.191E-03  5.870E-07   29.82 mm     1.51 mm     2.58 mm  
 250.00 MeV   2.063E-03  5.338E-07   35.47 mm     1.80 mm     3.04 mm  
 275.00 MeV   1.957E-03  4.897E-07   41.44 mm     2.08 mm     3.51 mm  
 300.00 MeV   1.869E-03  4.526E-07   47.72 mm     2.36 mm     4.00 mm  
 325.00 MeV   1.794E-03  4.210E-07   54.28 mm     2.63 mm     4.51 mm  
 350.00 MeV   1.730E-03  3.937E-07   61.10 mm     2.91 mm     5.03 mm  
 375.00 MeV   1.674E-03  3.698E-07   68.17 mm     3.18 mm     5.56 mm  
 400.00 MeV   1.625E-03  3.487E-07   75.46 mm     3.45 mm     6.10 mm  
 450.00 MeV   1.544E-03  3.134E-07   90.65 mm     4.27 mm     7.20 mm  
 500.00 MeV   1.480E-03  2.847E-07  106.58 mm     5.02 mm     8.34 mm  
 550.00 MeV   1.428E-03  2.611E-07  123.15 mm     5.74 mm     9.49 mm  
 600.00 MeV   1.385E-03  2.412E-07  140.28 mm     6.44 mm    10.65 mm  
 650.00 MeV   1.350E-03  2.242E-07  157.90 mm     7.11 mm    11.83 mm  
 700.00 MeV   1.320E-03  2.096E-07  175.96 mm     7.76 mm    13.01 mm  
