 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Be.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8480E+00 g/cm3 = 1.2349E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Be      4    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.20 GeV   1.706E-03  1.980E-07    2.80 m    107.23 mm    41.32 mm  
   1.30 GeV   1.683E-03  1.838E-07    3.12 m    116.47 mm    45.20 mm  
   1.40 GeV   1.666E-03  1.715E-07    3.45 m    125.23 mm    49.01 mm  
   1.50 GeV   1.651E-03  1.608E-07    3.77 m    133.57 mm    52.76 mm  
   1.60 GeV   1.639E-03  1.513E-07    4.10 m    141.55 mm    56.45 mm  
   1.70 GeV   1.630E-03  1.430E-07    4.43 m    149.20 mm    60.07 mm  
   1.80 GeV   1.622E-03  1.355E-07    4.77 m    156.55 mm    63.62 mm  
   2.00 GeV   1.611E-03  1.228E-07    5.43 m    183.14 mm    70.54 mm  
   2.25 GeV   1.603E-03  1.100E-07    6.28 m    218.64 mm    78.85 mm  
   2.50 GeV   1.598E-03  9.964E-08    7.12 m    249.36 mm    86.79 mm  
   2.75 GeV   1.597E-03  9.112E-08    7.97 m    276.80 mm    94.39 mm  
   3.00 GeV   1.597E-03  8.398E-08    8.81 m    301.78 mm   101.69 mm  
   3.25 GeV   1.599E-03  7.790E-08    9.66 m    324.81 mm   108.70 mm  
   3.50 GeV   1.602E-03  7.267E-08   10.51 m    346.26 mm   115.45 mm  
   3.75 GeV   1.605E-03  6.811E-08   11.35 m    366.39 mm   121.95 mm  
   4.00 GeV   1.609E-03  6.410E-08   12.19 m    385.39 mm   128.24 mm  
   4.50 GeV   1.617E-03  5.739E-08   13.87 m    452.77 mm   140.20 mm  
   5.00 GeV   1.626E-03  5.198E-08   15.54 m    510.78 mm   151.44 mm  
   5.50 GeV   1.635E-03  4.752E-08   17.20 m    562.29 mm   162.06 mm  
   6.00 GeV   1.644E-03  4.379E-08   18.85 m    608.98 mm   172.13 mm  
   6.50 GeV   1.653E-03  4.061E-08   20.49 m    651.89 mm   181.73 mm  
   7.00 GeV   1.661E-03  3.788E-08   22.12 m    691.75 mm   190.89 mm  
   8.00 GeV   1.677E-03  3.340E-08   25.36 m    830.12 mm   208.09 mm  
   9.00 GeV   1.692E-03  2.990E-08   28.57 m    946.49 mm   224.02 mm  
  10.00 GeV   1.706E-03  2.707E-08   31.76 m      1.05 m    238.90 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.8479E+01                 eV / Angstrom 
  1.8479E+02                keV / micron   
  1.8479E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.4965E+01                 eV / (1E15 atoms/cm2)
  8.2453E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
