 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Ytterbium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.9600E+00 g/cm3 = 2.4222E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Yb     70    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 600.00 MeV   1.407E-03  2.450E-07  406.86 mm    18.41 mm    29.76 mm  
 650.00 MeV   1.371E-03  2.278E-07  458.08 mm    20.34 mm    33.05 mm  
 700.00 MeV   1.341E-03  2.129E-07  510.57 mm    22.20 mm    36.35 mm  
 800.00 MeV   1.293E-03  1.884E-07  618.74 mm    27.93 mm    42.97 mm  
 900.00 MeV   1.258E-03  1.692E-07  730.47 mm    33.02 mm    49.55 mm  
   1.00 GeV   1.232E-03  1.536E-07  845.00 mm    37.69 mm    56.07 mm  
   1.10 GeV   1.212E-03  1.408E-07  961.74 mm    42.04 mm    62.50 mm  
   1.20 GeV   1.196E-03  1.300E-07    1.08 m     46.14 mm    68.83 mm  
   1.30 GeV   1.185E-03  1.208E-07    1.20 m     50.03 mm    75.04 mm  
   1.40 GeV   1.176E-03  1.129E-07    1.32 m     53.73 mm    81.13 mm  
   1.50 GeV   1.169E-03  1.059E-07    1.44 m     57.26 mm    87.09 mm  
   1.60 GeV   1.164E-03  9.984E-08    1.57 m     60.65 mm    92.94 mm  
   1.70 GeV   1.160E-03  9.443E-08    1.69 m     63.90 mm    98.66 mm  
   1.80 GeV   1.157E-03  8.960E-08    1.81 m     67.04 mm   104.26 mm  
   2.00 GeV   1.155E-03  8.132E-08    2.06 m     77.01 mm   115.11 mm  
   2.25 GeV   1.155E-03  7.296E-08    2.37 m     90.13 mm   128.06 mm  
   2.50 GeV   1.157E-03  6.621E-08    2.68 m    101.61 mm   140.36 mm  
   2.75 GeV   1.161E-03  6.064E-08    2.99 m    111.91 mm   152.07 mm  
   3.00 GeV   1.166E-03  5.597E-08    3.29 m    121.31 mm   163.24 mm  
   3.25 GeV   1.171E-03  5.198E-08    3.60 m    129.99 mm   173.93 mm  
   3.50 GeV   1.178E-03  4.854E-08    3.91 m    138.07 mm   184.16 mm  
   3.75 GeV   1.184E-03  4.554E-08    4.21 m    145.64 mm   193.99 mm  
   4.00 GeV   1.190E-03  4.291E-08    4.51 m    152.78 mm   203.43 mm  
   4.50 GeV   1.203E-03  3.848E-08    5.11 m    176.39 mm   221.31 mm  
   5.00 GeV   1.216E-03  3.490E-08    5.70 m    196.80 mm   237.99 mm  
   5.50 GeV   1.229E-03  3.196E-08    6.29 m    214.96 mm   253.65 mm  
   6.00 GeV   1.241E-03  2.948E-08    6.87 m    231.40 mm   268.41 mm  
   6.50 GeV   1.252E-03  2.737E-08    7.44 m    246.49 mm   282.37 mm  
   7.00 GeV   1.263E-03  2.555E-08    8.01 m    260.47 mm   295.64 mm  
   8.00 GeV   1.284E-03  2.258E-08    9.14 m    307.10 mm   320.37 mm  
   9.00 GeV   1.304E-03  2.024E-08   10.25 m    346.38 mm   343.08 mm  
  10.00 GeV   1.322E-03  1.835E-08   11.34 m    380.71 mm   364.09 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  6.9598E+01                 eV / Angstrom 
  6.9598E+02                keV / micron   
  6.9598E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.8734E+02                 eV / (1E15 atoms/cm2)
  3.5523E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
