 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Cerium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.6724E+00 g/cm3 = 2.8676E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ce     58    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 550.00 MeV   1.557E-03  2.831E-07  347.02 mm    15.40 mm    23.10 mm  
 600.00 MeV   1.510E-03  2.615E-07  395.49 mm    17.28 mm    25.95 mm  
 650.00 MeV   1.471E-03  2.430E-07  445.37 mm    19.09 mm    28.83 mm  
 700.00 MeV   1.438E-03  2.271E-07  496.49 mm    20.84 mm    31.71 mm  
 800.00 MeV   1.387E-03  2.010E-07  601.85 mm    26.35 mm    37.50 mm  
 900.00 MeV   1.349E-03  1.804E-07  710.67 mm    31.23 mm    43.26 mm  
   1.00 GeV   1.321E-03  1.638E-07  822.21 mm    35.69 mm    48.96 mm  
   1.10 GeV   1.300E-03  1.501E-07  935.91 mm    39.83 mm    54.59 mm  
   1.20 GeV   1.283E-03  1.386E-07    1.05 m     43.72 mm    60.12 mm  
   1.30 GeV   1.271E-03  1.288E-07    1.17 m     47.40 mm    65.55 mm  
   1.40 GeV   1.261E-03  1.203E-07    1.29 m     50.90 mm    70.87 mm  
   1.50 GeV   1.254E-03  1.129E-07    1.40 m     54.24 mm    76.09 mm  
   1.60 GeV   1.248E-03  1.064E-07    1.52 m     57.44 mm    81.19 mm  
   1.70 GeV   1.244E-03  1.006E-07    1.64 m     60.51 mm    86.19 mm  
   1.80 GeV   1.241E-03  9.545E-08    1.76 m     63.47 mm    91.09 mm  
   2.00 GeV   1.238E-03  8.662E-08    2.00 m     73.10 mm   100.57 mm  
   2.25 GeV   1.238E-03  7.771E-08    2.31 m     85.81 mm   111.88 mm  
   2.50 GeV   1.240E-03  7.051E-08    2.61 m     96.90 mm   122.63 mm  
   2.75 GeV   1.244E-03  6.457E-08    2.91 m    106.83 mm   132.86 mm  
   3.00 GeV   1.250E-03  5.958E-08    3.21 m    115.88 mm   142.63 mm  
   3.25 GeV   1.255E-03  5.533E-08    3.51 m    124.22 mm   151.97 mm  
   3.50 GeV   1.262E-03  5.167E-08    3.80 m    131.99 mm   160.91 mm  
   3.75 GeV   1.268E-03  4.847E-08    4.10 m    139.27 mm   169.50 mm  
   4.00 GeV   1.275E-03  4.566E-08    4.39 m    146.13 mm   177.75 mm  
   4.50 GeV   1.288E-03  4.095E-08    4.98 m    169.15 mm   193.39 mm  
   5.00 GeV   1.301E-03  3.714E-08    5.55 m    189.03 mm   207.99 mm  
   5.50 GeV   1.314E-03  3.400E-08    6.12 m    206.70 mm   221.69 mm  
   6.00 GeV   1.326E-03  3.136E-08    6.69 m    222.70 mm   234.62 mm  
   6.50 GeV   1.337E-03  2.911E-08    7.25 m    237.39 mm   246.87 mm  
   7.00 GeV   1.348E-03  2.718E-08    7.81 m    251.00 mm   258.51 mm  
