 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Manganese.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.4341E+00 g/cm3 = 8.1488E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Mn     25    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 MeV   1.632E-03  2.627E-07  456.40 mm    18.73 mm    18.68 mm  
 900.00 MeV   1.584E-03  2.357E-07  539.81 mm    22.36 mm    21.59 mm  
   1.00 GeV   1.548E-03  2.139E-07  625.46 mm    25.64 mm    24.48 mm  
   1.10 GeV   1.520E-03  1.958E-07  712.91 mm    28.68 mm    27.34 mm  
   1.20 GeV   1.499E-03  1.807E-07  801.80 mm    31.53 mm    30.15 mm  
   1.30 GeV   1.482E-03  1.678E-07  891.85 mm    34.21 mm    32.92 mm  
   1.40 GeV   1.468E-03  1.567E-07  982.83 mm    36.75 mm    35.64 mm  
   1.50 GeV   1.458E-03  1.470E-07    1.07 m     39.18 mm    38.31 mm  
   1.60 GeV   1.450E-03  1.385E-07    1.17 m     41.50 mm    40.93 mm  
   1.70 GeV   1.443E-03  1.309E-07    1.26 m     43.73 mm    43.50 mm  
   1.80 GeV   1.438E-03  1.242E-07    1.35 m     45.87 mm    46.01 mm  
   2.00 GeV   1.432E-03  1.126E-07    1.54 m     53.29 mm    50.90 mm  
   2.25 GeV   1.428E-03  1.010E-07    1.77 m     63.17 mm    56.74 mm  
   2.50 GeV   1.428E-03  9.155E-08    2.01 m     71.73 mm    62.31 mm  
   2.75 GeV   1.430E-03  8.380E-08    2.24 m     79.38 mm    67.63 mm  
   3.00 GeV   1.433E-03  7.729E-08    2.48 m     86.34 mm    72.72 mm  
   3.25 GeV   1.437E-03  7.175E-08    2.71 m     92.76 mm    77.59 mm  
   3.50 GeV   1.442E-03  6.697E-08    2.95 m     98.73 mm    82.27 mm  
   3.75 GeV   1.448E-03  6.281E-08    3.18 m    104.33 mm    86.77 mm  
   4.00 GeV   1.453E-03  5.915E-08    3.41 m    109.60 mm    91.11 mm  
   4.50 GeV   1.465E-03  5.300E-08    3.87 m    127.92 mm    99.34 mm  
   5.00 GeV   1.476E-03  4.805E-08    4.33 m    143.70 mm   107.05 mm  
   5.50 GeV   1.488E-03  4.397E-08    4.78 m    157.71 mm   114.31 mm  
   6.00 GeV   1.499E-03  4.054E-08    5.23 m    170.39 mm   121.18 mm  
   6.50 GeV   1.510E-03  3.762E-08    5.68 m    182.03 mm   127.69 mm  
   7.00 GeV   1.520E-03  3.511E-08    6.12 m    192.83 mm   133.90 mm  
   8.00 GeV   1.539E-03  3.099E-08    7.00 m    229.87 mm   145.53 mm  
   9.00 GeV   1.557E-03  2.776E-08    7.87 m    261.02 mm   156.25 mm  
  10.00 GeV   1.573E-03  2.516E-08    8.73 m    288.27 mm   166.23 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  7.4339E+01                 eV / Angstrom 
  7.4339E+02                keV / micron   
  7.4339E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.1226E+01                 eV / (1E15 atoms/cm2)
  7.3966E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
