 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Neon (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  9.0000E-04 g/cm3 = 2.6857E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ne     10    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   2.50 GeV   1.726E-03  1.165E-07   13.84 km   483.74 m    268.41 m   
   2.75 GeV   1.731E-03  1.066E-07   15.45 km   535.24 m    291.00 m   
   3.00 GeV   1.738E-03  9.829E-08   17.05 km   581.93 m    312.55 m   
   3.25 GeV   1.745E-03  9.120E-08   18.64 km   624.83 m    333.16 m   
   3.50 GeV   1.754E-03  8.510E-08   20.23 km   664.63 m    352.90 m   
   3.75 GeV   1.763E-03  7.979E-08   21.81 km   701.83 m    371.84 m   
   4.00 GeV   1.772E-03  7.511E-08   23.38 km   736.81 m    390.05 m   
   4.50 GeV   1.791E-03  6.728E-08   26.50 km   859.72 m    424.51 m   
   5.00 GeV   1.809E-03  6.096E-08   29.58 km   965.07 m    456.66 m   
   5.50 GeV   1.828E-03  5.575E-08   32.64 km     1.06 km   486.81 m   
   6.00 GeV   1.845E-03  5.139E-08   35.66 km     1.14 km   515.22 m   
   6.50 GeV   1.862E-03  4.767E-08   38.66 km     1.22 km   542.10 m   
   7.00 GeV   1.879E-03  4.448E-08   41.62 km     1.29 km   567.63 m   
   8.00 GeV   1.910E-03  3.924E-08   47.49 km     1.53 km   615.17 m   
   9.00 GeV   1.938E-03  3.513E-08   53.26 km     1.74 km   658.78 m   
  10.00 GeV   1.964E-03  3.183E-08   58.95 km     1.92 km   699.13 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.9997E-03                 eV / Angstrom 
  8.9997E-02                keV / micron   
  8.9997E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  3.3509E+01                 eV / (1E15 atoms/cm2)
  1.9771E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
